body_name,body_label,assembly,mate_name,good_face_normal,thickness_mm,width_mm,height_mm,area_mm2,wire_count,edge_count,dxf_file
Cabinet1TopOuterBody,Top — outer,Cabinet 1 — front left,Cabinet1TopInnerBody,+Z,5.80000000000058,969.1999999999998,766.0,713569.5150381718,7,130,profiles/Cabinet1TopOuterBody.dxf
Cabinet1TopInnerBody,Top — inner,Cabinet 1 — front left,Cabinet1TopOuterBody,-Z,5.800000000002058,969.1999999999998,766.0,713569.5150382494,7,130,profiles/Cabinet1TopInnerBody.dxf
Cabinet1LowerSideOuterBody,LowerSide — outer,Cabinet 1 — front left,Cabinet1LowerSideInnerBody,-Y,5.800000000000011,969.2000000000005,359.6000000000001,333650.9359265354,5,137,profiles/Cabinet1LowerSideOuterBody.dxf
Cabinet1LowerSideInnerBody,LowerSide — inner,Cabinet 1 — front left,Cabinet1LowerSideOuterBody,+Y,5.8000000000000425,969.200000000001,359.5999999999987,333650.9359265325,5,137,profiles/Cabinet1LowerSideInnerBody.dxf
Cabinet1UpperSideOuterBody,UpperSide — outer,Cabinet 1 — front left,Cabinet1UpperSideInnerBody,+Y,5.8000000000054115,969.2000000000007,359.59999999999866,333562.5786328714,7,139,profiles/Cabinet1UpperSideOuterBody.dxf
Cabinet1UpperSideInnerBody,UpperSide — inner,Cabinet 1 — front left,Cabinet1UpperSideOuterBody,-Y,5.8000000000017735,969.2000000000005,359.59999999999883,333562.5786328524,7,139,profiles/Cabinet1UpperSideInnerBody.dxf
Cabinet1BackOuterBody,Back — outer,Cabinet 1 — front left,Cabinet1BackInnerBody,+X,5.800000000007458,766.0,359.6,260163.9545592411,7,120,profiles/Cabinet1BackOuterBody.dxf
Cabinet1BackInnerBody,Back — inner,Cabinet 1 — front left,Cabinet1BackOuterBody,-X,5.800000000005639,766.0,359.6000000000001,260163.95455946846,7,120,profiles/Cabinet1BackInnerBody.dxf
Cabinet1FrontBottomStripOuterBody,FrontBottomStrip — outer,Cabinet 1 — front left,Cabinet1FrontBottomStripInnerBody,-Z,5.800000000000004,154.39999999999998,766.0000000000008,111040.65274122868,3,80,profiles/Cabinet1FrontBottomStripOuterBody.dxf
Cabinet1FrontBottomStripInnerBody,FrontBottomStrip — inner,Cabinet 1 — front left,Cabinet1FrontBottomStripOuterBody,+Z,5.800000000000018,154.39999999999998,765.9999999999997,111040.65274122846,3,80,profiles/Cabinet1FrontBottomStripInnerBody.dxf
Cabinet1BackBottomStripOuterBody,BackBottomStrip — outer,Cabinet 1 — front left,Cabinet1BackBottomStripInnerBody,-Z,5.8,166.0000000000009,765.9999999999997,119612.44955592186,3,78,profiles/Cabinet1BackBottomStripOuterBody.dxf
Cabinet1BackBottomStripInnerBody,BackBottomStrip — inner,Cabinet 1 — front left,Cabinet1BackBottomStripOuterBody,+Z,5.8,166.00000000000068,765.9999999999978,119612.44955592164,3,78,profiles/Cabinet1BackBottomStripInnerBody.dxf
Cabinet2TopOuterBody,Top — outer001,Cabinet 2 — front right,Cabinet2TopInnerBody,+Z,5.800000000001091,969.1999999999998,766.0,713569.5150379691,7,130,profiles/Cabinet2TopOuterBody.dxf
Cabinet2TopInnerBody,Top — inner001,Cabinet 2 — front right,Cabinet2TopOuterBody,-Z,5.80000000000183,969.1999999999998,766.0,713569.5150382684,7,130,profiles/Cabinet2TopInnerBody.dxf
Cabinet2LowerSideOuterBody,LowerSide — outer001,Cabinet 2 — front right,Cabinet2LowerSideInnerBody,-Y,5.8000000000000185,969.1999999999996,359.60000000000014,333650.93592653493,5,137,profiles/Cabinet2LowerSideOuterBody.dxf
Cabinet2LowerSideInnerBody,LowerSide — inner001,Cabinet 2 — front right,Cabinet2LowerSideOuterBody,+Y,5.8000000000000265,969.2000000000014,359.5999999999993,333650.93592653354,5,137,profiles/Cabinet2LowerSideInnerBody.dxf
Cabinet2UpperSideOuterBody,UpperSide — outer001,Cabinet 2 — front right,Cabinet2UpperSideInnerBody,+Y,5.800000000006094,969.2000000000016,359.5999999999992,333562.57863290294,7,139,profiles/Cabinet2UpperSideOuterBody.dxf
Cabinet2UpperSideInnerBody,UpperSide — inner001,Cabinet 2 — front right,Cabinet2UpperSideOuterBody,-Y,5.800000000001205,969.1999999999953,359.59999999999917,333562.5786330737,7,139,profiles/Cabinet2UpperSideInnerBody.dxf
Cabinet2BackOuterBody,Back — outer001,Cabinet 2 — front right,Cabinet2BackInnerBody,-X,5.800000000002456,766.0,359.6,260163.9545595487,7,120,profiles/Cabinet2BackOuterBody.dxf
Cabinet2BackInnerBody,Back — inner001,Cabinet 2 — front right,Cabinet2BackOuterBody,+X,5.800000000006776,766.0,359.60000000000014,260163.95455939148,7,120,profiles/Cabinet2BackInnerBody.dxf
Cabinet2FrontBottomStripOuterBody,FrontBottomStrip — outer001,Cabinet 2 — front right,Cabinet2FrontBottomStripInnerBody,-Z,5.800000000000004,154.4000000000001,765.9999999999981,111040.65274122858,3,80,profiles/Cabinet2FrontBottomStripOuterBody.dxf
Cabinet2FrontBottomStripInnerBody,FrontBottomStrip — inner001,Cabinet 2 — front right,Cabinet2FrontBottomStripOuterBody,+Z,5.800000000000012,154.4000000000001,765.9999999999993,111040.65274122854,3,80,profiles/Cabinet2FrontBottomStripInnerBody.dxf
Cabinet2BackBottomStripOuterBody,BackBottomStrip — outer001,Cabinet 2 — front right,Cabinet2BackBottomStripInnerBody,-Z,5.8,165.99999999999545,765.9999999999993,119612.44955591968,3,78,profiles/Cabinet2BackBottomStripOuterBody.dxf
Cabinet2BackBottomStripInnerBody,BackBottomStrip — inner001,Cabinet 2 — front right,Cabinet2BackBottomStripOuterBody,+Z,5.8,165.99999999999955,766.0000000000015,119612.44955592132,3,78,profiles/Cabinet2BackBottomStripInnerBody.dxf
Cabinet3TopOuterBody,Top — outer002,Cabinet 3 — front left,Cabinet3TopInnerBody,+Z,5.800000000001148,969.1999999999998,766.0,713569.5150381413,7,130,profiles/Cabinet3TopOuterBody.dxf
Cabinet3TopInnerBody,Top — inner002,Cabinet 3 — front left,Cabinet3TopOuterBody,-Z,5.800000000002228,969.1999999999998,766.0,713569.5150382317,7,130,profiles/Cabinet3TopInnerBody.dxf
Cabinet3LowerSideOuterBody,LowerSide — outer002,Cabinet 3 — front left,Cabinet3LowerSideInnerBody,-Y,5.800000000003365,969.1999999999987,359.6,333562.5786328927,7,139,profiles/Cabinet3LowerSideOuterBody.dxf
Cabinet3LowerSideInnerBody,LowerSide — inner002,Cabinet 3 — front left,Cabinet3LowerSideOuterBody,+Y,5.800000000004957,969.2000000000021,359.5999999999993,333562.5786327018,7,139,profiles/Cabinet3LowerSideInnerBody.dxf
Cabinet3UpperSideOuterBody,UpperSide — outer002,Cabinet 3 — front left,Cabinet3UpperSideInnerBody,+Y,5.800000000008822,969.2000000000021,359.5999999999993,333562.57863274834,7,139,profiles/Cabinet3UpperSideOuterBody.dxf
Cabinet3UpperSideInnerBody,UpperSide — inner002,Cabinet 3 — front left,Cabinet3UpperSideOuterBody,-Y,5.800000000007003,969.1999999999985,359.59999999999934,333562.57863247243,7,139,profiles/Cabinet3UpperSideInnerBody.dxf
Cabinet3BackOuterBody,Back — outer002,Cabinet 3 — front left,Cabinet3BackInnerBody,+X,5.800000000006776,766.0,359.6,260163.95455919375,7,120,profiles/Cabinet3BackOuterBody.dxf
Cabinet3BackInnerBody,Back — inner002,Cabinet 3 — front left,Cabinet3BackOuterBody,-X,5.800000000004729,766.0,359.6000000000001,260163.95455950507,7,120,profiles/Cabinet3BackInnerBody.dxf
Cabinet3FrontBottomStripOuterBody,FrontBottomStrip — outer002,Cabinet 3 — front left,Cabinet3FrontBottomStripInnerBody,-Z,5.800000000000023,154.39999999999998,765.9999999999999,111040.6527412281,3,80,profiles/Cabinet3FrontBottomStripOuterBody.dxf
Cabinet3FrontBottomStripInnerBody,FrontBottomStrip — inner002,Cabinet 3 — front left,Cabinet3FrontBottomStripOuterBody,+Z,5.800000000000021,154.39999999999998,765.999999999997,111040.65274122822,3,80,profiles/Cabinet3FrontBottomStripInnerBody.dxf
Cabinet3BackBottomStripOuterBody,BackBottomStrip — outer002,Cabinet 3 — front left,Cabinet3BackBottomStripInnerBody,-Z,5.8,165.99999999999886,765.999999999997,119612.44955592086,3,78,profiles/Cabinet3BackBottomStripOuterBody.dxf
Cabinet3BackBottomStripInnerBody,BackBottomStrip — inner002,Cabinet 3 — front left,Cabinet3BackBottomStripOuterBody,+Z,5.8,165.99999999999704,765.9999999999956,119612.44955591983,3,78,profiles/Cabinet3BackBottomStripInnerBody.dxf
Cabinet4TopOuterBody,Top — outer003,Cabinet 4 — front right,Cabinet4TopInnerBody,+Z,5.800000000001546,969.1999999999998,766.0,713569.5150378762,7,130,profiles/Cabinet4TopOuterBody.dxf
Cabinet4TopInnerBody,Top — inner003,Cabinet 4 — front right,Cabinet4TopOuterBody,-Z,5.800000000001603,969.1999999999998,766.0,713569.515038269,7,130,profiles/Cabinet4TopInnerBody.dxf
Cabinet4LowerSideOuterBody,LowerSide — outer003,Cabinet 4 — front right,Cabinet4LowerSideInnerBody,-Y,5.800000000001091,969.2,359.6000000000001,333562.57863311126,7,139,profiles/Cabinet4LowerSideOuterBody.dxf
Cabinet4LowerSideInnerBody,LowerSide — inner003,Cabinet 4 — front right,Cabinet4LowerSideOuterBody,+Y,5.800000000003479,969.2000000000007,359.59999999999917,333562.57863286376,7,139,profiles/Cabinet4LowerSideInnerBody.dxf
Cabinet4UpperSideOuterBody,UpperSide — outer003,Cabinet 4 — front right,Cabinet4UpperSideInnerBody,+Y,5.800000000004047,969.2000000000007,359.59999999999917,333562.57863290457,7,139,profiles/Cabinet4UpperSideOuterBody.dxf
Cabinet4UpperSideInnerBody,UpperSide — inner003,Cabinet 4 — front right,Cabinet4UpperSideOuterBody,-Y,5.800000000001546,969.1999999999969,359.5999999999991,333562.5786328431,7,139,profiles/Cabinet4UpperSideInnerBody.dxf
Cabinet4BackOuterBody,Back — outer003,Cabinet 4 — front right,Cabinet4BackInnerBody,-X,5.800000000006776,766.0,359.6,260163.95455936744,7,120,profiles/Cabinet4BackOuterBody.dxf
Cabinet4BackInnerBody,Back — inner003,Cabinet 4 — front right,Cabinet4BackOuterBody,+X,5.800000000011551,766.0,359.60000000000014,260163.95455920842,7,120,profiles/Cabinet4BackInnerBody.dxf
Cabinet4FrontBottomStripOuterBody,FrontBottomStrip — outer003,Cabinet 4 — front right,Cabinet4FrontBottomStripInnerBody,-Z,5.8000000000000105,154.4000000000001,765.9999999999968,111040.65274122827,3,80,profiles/Cabinet4FrontBottomStripOuterBody.dxf
Cabinet4FrontBottomStripInnerBody,FrontBottomStrip — inner003,Cabinet 4 — front right,Cabinet4FrontBottomStripOuterBody,+Z,5.800000000000012,154.4000000000001,765.9999999999986,111040.65274122852,3,80,profiles/Cabinet4FrontBottomStripInnerBody.dxf
Cabinet4BackBottomStripOuterBody,BackBottomStrip — outer003,Cabinet 4 — front right,Cabinet4BackBottomStripInnerBody,-Z,5.8,165.99999999999727,765.9999999999986,119612.44955592028,3,78,profiles/Cabinet4BackBottomStripOuterBody.dxf
Cabinet4BackBottomStripInnerBody,BackBottomStrip — inner003,Cabinet 4 — front right,Cabinet4BackBottomStripOuterBody,+Z,5.8,166.0000000000016,766.0000000000032,119612.44955592213,3,78,profiles/Cabinet4BackBottomStripInnerBody.dxf
Cabinet5TopOuterBody,Top — outer004,Cabinet 5 — front against wall,Cabinet5TopInnerBody,+Z,5.800000000001489,969.1999999999998,512.0,476310.71503818315,3,114,profiles/Cabinet5TopOuterBody.dxf
Cabinet5TopInnerBody,Top — inner004,Cabinet 5 — front against wall,Cabinet5TopOuterBody,-Z,5.800000000001091,969.1999999999998,512.0,476310.71503831295,3,114,profiles/Cabinet5TopInnerBody.dxf
Cabinet5LeftSideOuterBody,LeftSide — outer,Cabinet 5 — front against wall,Cabinet5LeftSideInnerBody,-X,5.800000000003536,511.9999999999993,359.59999999999997,174348.88730084547,5,137,profiles/Cabinet5LeftSideOuterBody.dxf
Cabinet5LeftSideInnerBody,LeftSide — inner,Cabinet 5 — front against wall,Cabinet5LeftSideOuterBody,+X,5.800000000002683,511.9999999999975,359.60000000000036,174348.8873008258,5,137,profiles/Cabinet5LeftSideInnerBody.dxf
Cabinet5RightSideOuterBody,RightSide — outer,Cabinet 5 — front against wall,Cabinet5RightSideInnerBody,+X,5.800000000002228,511.9999999999975,359.60000000000036,174348.88730075595,5,137,profiles/Cabinet5RightSideOuterBody.dxf
Cabinet5RightSideInnerBody,RightSide — inner,Cabinet 5 — front against wall,Cabinet5RightSideOuterBody,-X,5.800000000009277,511.9999999999998,359.59999999999906,174348.88730073225,5,137,profiles/Cabinet5RightSideInnerBody.dxf
Cabinet5BackOuterBody,Back — outer004,Cabinet 5 — front against wall,Cabinet5BackInnerBody,-Y,5.80000000000291,969.1999999999998,359.59999999999997,330590.6345594925,5,112,profiles/Cabinet5BackOuterBody.dxf
Cabinet5BackInnerBody,Back — inner004,Cabinet 5 — front against wall,Cabinet5BackOuterBody,+Y,5.800000000006548,969.1999999999998,359.59999999999997,330590.6345594247,5,112,profiles/Cabinet5BackInnerBody.dxf
Cabinet5BackBottomStripOuterBody,BackBottomStrip — outer004,Cabinet 5 — front against wall,Cabinet5BackBottomStripInnerBody,-Z,5.8,969.1999999999953,166.0,151961.8895559209,3,78,profiles/Cabinet5BackBottomStripOuterBody.dxf
Cabinet5BackBottomStripInnerBody,BackBottomStrip — inner004,Cabinet 5 — front against wall,Cabinet5BackBottomStripOuterBody,+Z,5.8,969.1999999999953,166.00000000000045,151961.88955592105,3,78,profiles/Cabinet5BackBottomStripInnerBody.dxf
Cabinet5FrontBottomStripOuterBody,FrontBottomStrip — outer004,Cabinet 5 — front against wall,Cabinet5FrontBottomStripInnerBody,-Z,5.8,969.1999999999935,152.4000000000001,145563.15681469237,3,54,profiles/Cabinet5FrontBottomStripOuterBody.dxf
Cabinet5FrontBottomStripInnerBody,FrontBottomStrip — inner004,Cabinet 5 — front against wall,Cabinet5FrontBottomStripOuterBody,+Z,5.8,969.1999999999953,152.4000000000001,145563.15681469257,3,54,profiles/Cabinet5FrontBottomStripInnerBody.dxf
Cabinet6TopOuterBody,Top — outer005,Cabinet 6 — front against wall,Cabinet6TopInnerBody,+Z,5.800000000001603,969.1999999999998,512.0,476310.7150380804,3,114,profiles/Cabinet6TopOuterBody.dxf
Cabinet6TopInnerBody,Top — inner005,Cabinet 6 — front against wall,Cabinet6TopOuterBody,-Z,5.800000000001148,969.1999999999998,512.0,476310.7150383039,3,114,profiles/Cabinet6TopInnerBody.dxf
Cabinet6LeftSideOuterBody,LeftSide — outer001,Cabinet 6 — front against wall,Cabinet6LeftSideInnerBody,-X,5.800000000006321,511.9999999999993,359.5999999999999,174348.88730070269,5,137,profiles/Cabinet6LeftSideOuterBody.dxf
Cabinet6LeftSideInnerBody,LeftSide — inner001,Cabinet 6 — front against wall,Cabinet6LeftSideOuterBody,+X,5.800000000003365,511.9999999999975,359.60000000000036,174348.8873007856,5,137,profiles/Cabinet6LeftSideInnerBody.dxf
Cabinet6RightSideOuterBody,RightSide — outer001,Cabinet 6 — front against wall,Cabinet6RightSideInnerBody,+X,5.800000000003365,511.9999999999975,359.6000000000004,174348.88730067882,5,137,profiles/Cabinet6RightSideOuterBody.dxf
Cabinet6RightSideInnerBody,RightSide — inner001,Cabinet 6 — front against wall,Cabinet6RightSideOuterBody,-X,5.800000000019281,512.0000000000014,359.5999999999989,174348.88730046124,5,137,profiles/Cabinet6RightSideInnerBody.dxf
Cabinet6BackOuterBody,Back — outer005,Cabinet 6 — front against wall,Cabinet6BackInnerBody,-Y,5.800000000004729,969.1999999999998,359.59999999999997,330590.6345593918,5,112,profiles/Cabinet6BackOuterBody.dxf
Cabinet6BackInnerBody,Back — inner005,Cabinet 6 — front against wall,Cabinet6BackOuterBody,+Y,5.8000000000072305,969.1999999999998,359.5999999999999,330590.63455938484,5,112,profiles/Cabinet6BackInnerBody.dxf
Cabinet6BackBottomStripOuterBody,BackBottomStrip — outer005,Cabinet 6 — front against wall,Cabinet6BackBottomStripInnerBody,-Z,5.8,969.1999999999964,166.0000000000016,151961.88955592172,3,78,profiles/Cabinet6BackBottomStripOuterBody.dxf
Cabinet6BackBottomStripInnerBody,BackBottomStrip — inner005,Cabinet 6 — front against wall,Cabinet6BackBottomStripOuterBody,+Z,5.8,969.1999999999948,166.00000000000023,151961.8895559209,3,78,profiles/Cabinet6BackBottomStripInnerBody.dxf
Cabinet6FrontBottomStripOuterBody,FrontBottomStrip — outer005,Cabinet 6 — front against wall,Cabinet6FrontBottomStripInnerBody,-Z,5.8,969.1999999999925,152.4000000000001,145563.15681469237,3,54,profiles/Cabinet6FrontBottomStripOuterBody.dxf
Cabinet6FrontBottomStripInnerBody,FrontBottomStrip — inner005,Cabinet 6 — front against wall,Cabinet6FrontBottomStripOuterBody,+Z,5.8,969.1999999999964,152.4000000000001,145563.15681469263,3,54,profiles/Cabinet6FrontBottomStripInnerBody.dxf
Cabinet7TopOuterBody,Top — outer006,"Cabinet 7 — left bedside table, front away from wall",Cabinet7TopInnerBody,+Z,5.8000000000017735,512.0,512.0,248442.23503830066,3,114,profiles/Cabinet7TopOuterBody.dxf
Cabinet7TopInnerBody,Top — inner006,"Cabinet 7 — left bedside table, front away from wall",Cabinet7TopOuterBody,-Z,5.80000000000166,512.0,512.0,248442.23503831317,3,114,profiles/Cabinet7TopInnerBody.dxf
Cabinet7LeftSideOuterBody,LeftSide — outer002,"Cabinet 7 — left bedside table, front away from wall",Cabinet7LeftSideInnerBody,-X,5.800000000000029,511.99999999999864,359.5999999999997,173152.07859100492,9,141,profiles/Cabinet7LeftSideOuterBody.dxf
Cabinet7LeftSideInnerBody,LeftSide — inner002,"Cabinet 7 — left bedside table, front away from wall",Cabinet7LeftSideOuterBody,+X,5.80000000000006,511.99999999999704,359.59999999999934,173152.0785910039,9,141,profiles/Cabinet7LeftSideInnerBody.dxf
Cabinet7RightSideOuterBody,RightSide — outer002,"Cabinet 7 — left bedside table, front away from wall",Cabinet7RightSideInnerBody,+X,5.800000000004275,511.99999999999704,359.59999999999945,173063.72129750036,11,143,profiles/Cabinet7RightSideOuterBody.dxf
Cabinet7RightSideInnerBody,RightSide — inner002,"Cabinet 7 — left bedside table, front away from wall",Cabinet7RightSideOuterBody,-X,5.800000000001546,511.9999999999966,359.59999999999934,173063.72129755857,11,143,profiles/Cabinet7RightSideInnerBody.dxf
Cabinet7BackOuterBody,Back — outer006,"Cabinet 7 — left bedside table, front away from wall",Cabinet7BackInnerBody,+Y,5.800000000013142,512.0,359.6,172487.7918527873,3,110,profiles/Cabinet7BackOuterBody.dxf
Cabinet7BackInnerBody,Back — inner006,"Cabinet 7 — left bedside table, front away from wall",Cabinet7BackOuterBody,-Y,5.800000000009277,512.0,359.5999999999998,172487.79185275608,3,110,profiles/Cabinet7BackInnerBody.dxf
Cabinet7FrontBottomStripOuterBody,FrontBottomStrip — outer006,"Cabinet 7 — left bedside table, front away from wall",Cabinet7FrontBottomStripInnerBody,-Z,5.800000000000017,511.9999999999986,154.4000000000001,73550.25274122837,3,80,profiles/Cabinet7FrontBottomStripOuterBody.dxf
Cabinet7FrontBottomStripInnerBody,FrontBottomStrip — inner006,"Cabinet 7 — left bedside table, front away from wall",Cabinet7FrontBottomStripOuterBody,+Z,5.800000000000028,511.9999999999984,154.4000000000001,73550.25274122819,3,80,profiles/Cabinet7FrontBottomStripInnerBody.dxf
Cabinet7BackBottomStripOuterBody,BackBottomStrip — outer006,"Cabinet 7 — left bedside table, front away from wall",Cabinet7BackBottomStripInnerBody,-Z,5.8,511.9999999999984,165.99999999999636,79175.64955592054,3,78,profiles/Cabinet7BackBottomStripOuterBody.dxf
Cabinet7BackBottomStripInnerBody,BackBottomStrip — inner006,"Cabinet 7 — left bedside table, front away from wall",Cabinet7BackBottomStripOuterBody,+Z,5.8,511.9999999999976,165.99999999999545,79175.64955592013,3,78,profiles/Cabinet7BackBottomStripInnerBody.dxf
Cabinet8TopOuterBody,Top — outer007,"Cabinet 8 — right bedside table, front away from wall",Cabinet8TopInnerBody,+Z,5.8000000000014325,512.0,512.0,248442.2350382364,3,114,profiles/Cabinet8TopOuterBody.dxf
Cabinet8TopInnerBody,Top — inner007,"Cabinet 8 — right bedside table, front away from wall",Cabinet8TopOuterBody,-Z,5.800000000002115,512.0,512.0,248442.23503834486,3,114,profiles/Cabinet8TopInnerBody.dxf
Cabinet8LeftSideOuterBody,LeftSide — outer003,"Cabinet 8 — right bedside table, front away from wall",Cabinet8LeftSideInnerBody,-X,5.800000000038381,511.99999999999886,359.5999999999998,173063.72129670045,11,143,profiles/Cabinet8LeftSideOuterBody.dxf
Cabinet8LeftSideInnerBody,LeftSide — inner003,"Cabinet 8 — right bedside table, front away from wall",Cabinet8LeftSideOuterBody,+X,5.800000000020191,511.99999999999477,359.59999999999945,173063.72129714358,11,143,profiles/Cabinet8LeftSideInnerBody.dxf
Cabinet8RightSideOuterBody,RightSide — outer003,"Cabinet 8 — right bedside table, front away from wall",Cabinet8RightSideInnerBody,+X,5.800000000019281,511.99999999999477,359.59999999999945,173152.0785904191,9,141,profiles/Cabinet8RightSideOuterBody.dxf
Cabinet8RightSideInnerBody,RightSide — inner003,"Cabinet 8 — right bedside table, front away from wall",Cabinet8RightSideOuterBody,-X,5.800000000002001,511.9999999999957,359.5999999999992,173152.0785908871,9,141,profiles/Cabinet8RightSideInnerBody.dxf
Cabinet8BackOuterBody,Back — outer007,"Cabinet 8 — right bedside table, front away from wall",Cabinet8BackInnerBody,+Y,5.800000000007458,512.0,359.6,172487.79185286496,3,110,profiles/Cabinet8BackOuterBody.dxf
Cabinet8BackInnerBody,Back — inner007,"Cabinet 8 — right bedside table, front away from wall",Cabinet8BackOuterBody,-Y,5.800000000003138,512.0,359.5999999999998,172487.7918529376,3,110,profiles/Cabinet8BackInnerBody.dxf
